idhor;iddesserte;arriveetheorique;departtheorique;arrivee;depart;fiable;ts_maj;mnemoligne;nomligne;dest;codeparcours;ordre;mnemoarret;nomarret;numarret;coordonnees
268444157;268608541;2021-03-08T09:13:58+01:00;2021-03-08T09:13:58+01:00;2021-03-08T09:14:12+01:00;2021-03-08T09:14:12+01:00;F;2021-03-08T09:15:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;BANCHAIS > TRELAZE 9.0;9103;FRESNA-E;FRESNAIES;27900;47.448241,-0.50089735
268447916;268610564;2021-03-08T09:14:00+01:00;2021-03-08T09:14:00+01:00;2021-03-08T09:14:00+01:00;2021-03-08T09:14:00+01:00;F;2021-03-08T09:15:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;PARC EXPO > TRELAZE 9.0;1571;MIRBEAU;MIRBEAU;28498;47.488197,-0.51071528
268460411;268709653;2021-03-08T09:12:00+01:00;2021-03-08T09:12:00+01:00;2021-03-08T09:13:58+01:00;2021-03-08T09:13:58+01:00;F;2021-03-08T09:15:23+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;BEAUCOUZE > ST BARTH 9.0;5879;PATTON;PATTON;8271;47.473334,-0.58993139
268474940;268905758;2021-03-08T09:12:15+01:00;2021-03-08T09:12:15+01:00;2021-03-08T09:13:59+01:00;2021-03-08T09:14:00+01:00;F;2021-03-08T09:15:23+01:00;07;HOPITAL <> MONTREUIL JUIGNE;MONTREUIL Allemagne;LORRAINE > ALLEMAGNE D.1;13291;SPOT-E;GERMAINE TILLION;914780;47.536773,-0.62786029
268482744;269096209;2021-03-08T09:14:00+01:00;2021-03-08T09:14:00+01:00;2021-03-08T09:13:57+01:00;2021-03-08T09:14:06+01:00;F;2021-03-08T09:15:23+01:00;10;ST LEZIN SORGES <> SCHWEITZER;SCHWEITZER;SORGES > SCHWEITZER 9.0;5229;DELACROI;DELACROIX;5132;47.454884,-0.52868142
268495014;270774804;2021-03-08T09:15:00+01:00;2021-03-08T09:15:00+01:00;2021-03-08T09:14:04+01:00;2021-03-08T09:14:09+01:00;F;2021-03-08T09:15:23+01:00;35;ST LEGER St LAMBERT <> GARE;ANGERS GARES;LA COUDRE > ANGERS 2.1;12437;PATTON;PATTON;8271;47.473334,-0.58993139
268461958;268804667;2021-03-08T08:56:03+01:00;2021-03-08T08:56:03+01:00;2021-03-08T09:13:50+01:00;2021-03-08T09:14:30+01:00;F;2021-03-08T09:15:39+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;19785;AURI-A5B;AURIOL;173687;47.491309,-0.56487735
268438557;268543520;2021-03-08T09:14:42+01:00;2021-03-08T09:14:42+01:00;2021-03-08T09:14:37+01:00;2021-03-08T09:14:42+01:00;F;2021-03-08T09:15:57+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;9661;NDAMLA-E;NOTRE DAME DU LAC;24523;47.479652,-0.58961475
268461818;268546577;2021-03-08T09:13:53+01:00;2021-03-08T09:13:53+01:00;2021-03-08T09:14:44+01:00;2021-03-08T09:14:50+01:00;F;2021-03-08T09:15:57+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;GARES PAPIN > B-BEILLE 9.0;5241;MAETUD-E;POLYTECH ANGERS;25699;47.480651,-0.59459561
268467510;268833080;2021-03-08T09:09:39+01:00;2021-03-08T09:09:39+01:00;2021-03-08T09:14:50+01:00;2021-03-08T09:14:50+01:00;F;2021-03-08T09:15:57+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;CHANTOURTEAU > ZI EST 1.1;19141;GATS  -E;LES GATS;11785;47.474363,-0.51730365
268437019;268512524;2021-03-08T09:21:26+01:00;2021-03-08T09:21:26+01:00;2021-03-08T09:22:28+01:00;2021-03-08T09:22:40+01:00;F;2021-03-08T09:23:57+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;3786;SAJACQUE;SAINT JACQUES;17939;47.473609,-0.57116144
268438002;268512551;2021-03-08T09:19:18+01:00;2021-03-08T09:19:18+01:00;2021-03-08T09:22:14+01:00;2021-03-08T09:22:37+01:00;F;2021-03-08T09:23:57+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;11215;NOZAY -E;NOZAY;837;47.487682,-0.53197362
268457289;268739100;2021-03-08T09:18:23+01:00;2021-03-08T09:18:23+01:00;2021-03-08T09:22:16+01:00;2021-03-08T09:22:39+01:00;F;2021-03-08T09:23:57+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE L'ATOLL;ST BARTH > L'ATOLL 9.0;8778;HARAS-E;FOCH HARAS;3412;47.467234,-0.55220331
268462647;268804655;2021-03-08T09:23:11+01:00;2021-03-08T09:23:11+01:00;2021-03-08T09:22:51+01:00;2021-03-08T09:22:51+01:00;F;2021-03-08T09:23:57+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;14390;ESPACE5B;ESPACE ANJOU;6519;47.467579,-0.52049749
268464007;268775467;2021-03-08T09:24:04+01:00;2021-03-08T09:24:04+01:00;2021-03-08T09:22:43+01:00;2021-03-08T09:22:43+01:00;F;2021-03-08T09:23:57+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;15040;POIREL;POIREL;14957;47.461693,-0.5621492
268464608;268804636;2021-03-08T09:24:39+01:00;2021-03-08T09:24:39+01:00;2021-03-08T09:22:26+01:00;2021-03-08T09:22:50+01:00;F;2021-03-08T09:23:57+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS B;5B CIRCULAIRE 1.1;8196;JEAN 23;JEAN XXIII;14455;47.448333,-0.56365162
268474318;268938246;2021-03-08T09:22:35+01:00;2021-03-08T09:22:35+01:00;2021-03-08T09:22:45+01:00;2021-03-08T09:22:45+01:00;F;2021-03-08T09:23:57+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;1337;AVENEU-E;AVENUE DE L'EUROPE;3623;47.528243,-0.59482575
268482752;269096217;2021-03-08T09:23:19+01:00;2021-03-08T09:23:19+01:00;2021-03-08T09:22:26+01:00;2021-03-08T09:22:35+01:00;F;2021-03-08T09:23:57+01:00;10;ST LEZIN SORGES <> SCHWEITZER;SCHWEITZER;SORGES > SCHWEITZER 9.0;8178;FREMUR;FREMUR;18974;47.458702,-0.55827037
268494498;270707203;2021-03-08T09:23:00+01:00;2021-03-08T09:23:00+01:00;2021-03-08T09:22:53+01:00;2021-03-08T09:22:53+01:00;F;2021-03-08T09:23:57+01:00;34;PLESSIS MACE MEIGNANNE <> GARE;ANGERS GARES;LE PLESSIS > ARDENNE 9.0;1024;LORPLM;L'OREE PLESSIS MACE;22199;47.542639,-0.67234765
268464006;268775466;2021-03-08T09:23:02+01:00;2021-03-08T09:23:02+01:00;2021-03-08T09:22:12+01:00;2021-03-08T09:22:27+01:00;F;2021-03-08T09:23:43+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;14849;VAUBAN;VAUBAN;16296;47.460239,-0.56088887
268469314;268832003;2021-03-08T09:22:00+01:00;2021-03-08T09:22:00+01:00;2021-03-08T09:22:00+01:00;2021-03-08T09:22:00+01:00;T;2021-03-08T09:23:43+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;BOUCHEMAINE > ZI EST 1.1;575;PETPORT;PETIT PORT;5677;47.425904,-0.60958405
268474058;268938267;2021-03-08T09:22:40+01:00;2021-03-08T09:22:40+01:00;2021-03-08T09:22:25+01:00;2021-03-08T09:22:30+01:00;F;2021-03-08T09:23:43+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;11560;PEGARDE;PETITE GARDE;21733;47.508349,-0.58811067
268474317;268938245;2021-03-08T09:22:08+01:00;2021-03-08T09:22:08+01:00;2021-03-08T09:22:25+01:00;2021-03-08T09:22:25+01:00;F;2021-03-08T09:23:43+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;1093;DANEMA-E;DANEMARK;5563;47.527778,-0.59788327
268479406;269034243;2021-03-08T09:20:27+01:00;2021-03-08T09:20:27+01:00;2021-03-08T09:22:20+01:00;2021-03-08T09:22:20+01:00;F;2021-03-08T09:23:43+01:00;09;ESPACE ANJOU <> EVENTARD;EVENTARD par MONPLAISIR;ESPACE ANJOU > EVENTARD 9.0;724;AROBASE;AROBASE;21097;47.464507,-0.53154841
268438001;268512550;2021-03-08T09:18:28+01:00;2021-03-08T09:18:28+01:00;2021-03-08T09:21:40+01:00;2021-03-08T09:21:51+01:00;F;2021-03-08T09:23:01+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;11073;RBRIOL-E;ROUTE DE BRIOLLAY;8269;47.486248,-0.5328391
268446208;268574988;2021-03-08T09:21:45+01:00;2021-03-08T09:21:45+01:00;2021-03-08T09:21:55+01:00;2021-03-08T09:21:55+01:00;F;2021-03-08T09:23:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;ST SYLVAIN GAUGUIN;TRELAZE > ST SYLVAIN 9.0;4110;PYRAM02;PYRAMIDE;23017;47.440856,-0.48856384
268447593;268579098;2021-03-08T09:20:48+01:00;2021-03-08T09:20:48+01:00;2021-03-08T09:21:37+01:00;2021-03-08T09:21:57+01:00;F;2021-03-08T09:23:23+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;BANCHAIS;TRELAZE > BANCHAIS 9.0;9006;MADELEIN;MADELEINE;20411;47.459255,-0.5357117
268451683;268644613;2021-03-08T09:21:30+01:00;2021-03-08T09:21:30+01:00;2021-03-08T09:21:59+01:00;2021-03-08T09:22:04+01:00;F;2021-03-08T09:23:23+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;1708;MURSHDV;HOTEL DE VILLE;7383;47.401846,-0.53646423
268476461;268964643;2021-03-08T09:19:00+01:00;2021-03-08T09:19:00+01:00;2021-03-08T09:22:15+01:00;2021-03-08T09:22:15+01:00;F;2021-03-08T09:23:23+01:00;08;PONTS CE <>  AQUAVITA H. RECULEE;CHU HOPITAL;VERNUSSON > CHU 9.0;10855;DUMESN-E;DUMESNIL;5561;47.473804,-0.56696373
268481207;269131271;2021-03-08T09:21:00+01:00;2021-03-08T09:21:00+01:00;2021-03-08T09:21:52+01:00;2021-03-08T09:22:07+01:00;F;2021-03-08T09:23:23+01:00;10;ST LEZIN SORGES <> SCHWEITZER;TRELAZE SAINT LEZIN;SCHWEITZER > ST LEZIN 9.0;2102;PLACENEY;PLACE NEY;18833;47.478376,-0.54354072
268485518;269164312;2021-03-08T09:19:10+01:00;2021-03-08T09:19:10+01:00;2021-03-08T09:21:54+01:00;2021-03-08T09:22:11+01:00;F;2021-03-08T09:23:23+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;STE GEMMES > L'HOIRIE 9.0;8567;SEMARD;SEMARD;27110;47.464672,-0.56000177
268502380;269455385;2021-03-08T09:19:10+01:00;2021-03-08T09:19:10+01:00;2021-03-08T09:21:20+01:00;2021-03-08T09:21:52+01:00;F;2021-03-08T09:23:23+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 1 -> ARO Voie 2 par HDV;11215;1JVIL;JEAN VILAR;20509;47.444919,-0.56233796
268441065;268543513;2021-03-08T09:23:53+01:00;2021-03-08T09:23:53+01:00;2021-03-08T09:20:45+01:00;2021-03-08T09:21:20+01:00;F;2021-03-08T09:22:41+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;6752;TRINIT-E;TRINITE;29503;47.475156,-0.56185983
268450293;268644647;2021-03-08T09:22:17+01:00;2021-03-08T09:22:17+01:00;2021-03-08T09:21:22+01:00;2021-03-08T09:21:22+01:00;F;2021-03-08T09:22:41+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;13995;CIOUES-E;CIMETIERE DE L'OUEST;18204;47.479343,-0.57078416
268450988;268644630;2021-03-08T09:18:02+01:00;2021-03-08T09:18:02+01:00;2021-03-08T09:21:26+01:00;2021-03-08T09:21:26+01:00;F;2021-03-08T09:22:41+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;7870;SABLONS;SABLONS;28098;47.439975,-0.53318657
268457986;268738577;2021-03-08T09:20:24+01:00;2021-03-08T09:20:24+01:00;2021-03-08T09:21:27+01:00;2021-03-08T09:21:28+01:00;F;2021-03-08T09:22:41+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE  HAUTE ROCHE;ST BARTH > BEAUCOUZE 9.0;5269;LAREUX;LA REUX;31088;47.469501,-0.51043254
268474056;268938265;2021-03-08T09:21:00+01:00;2021-03-08T09:21:00+01:00;2021-03-08T09:21:15+01:00;2021-03-08T09:21:18+01:00;F;2021-03-08T09:22:41+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;11006;SALET AR;AVRILLE SALETTE;20518;47.512524,-0.58711785
268446918;268575028;2021-03-08T09:16:43+01:00;2021-03-08T09:16:43+01:00;2021-03-08T09:21:07+01:00;2021-03-08T09:21:07+01:00;F;2021-03-08T09:22:21+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;ST SYLVAIN GAUGUIN;TRELAZE > ST SYLVAIN 9.0;19339;BASMOR-E;BAS MORTIER;8169;47.515381,-0.47450535
268451681;268644611;2021-03-08T09:19:27+01:00;2021-03-08T09:19:27+01:00;2021-03-08T09:20:52+01:00;2021-03-08T09:20:52+01:00;F;2021-03-08T09:22:21+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;655;LECOTEAU;LE COTEAU;25663;47.398227,-0.54877032
268464005;268775465;2021-03-08T09:21:41+01:00;2021-03-08T09:21:41+01:00;2021-03-08T09:21:11+01:00;2021-03-08T09:21:11+01:00;F;2021-03-08T09:22:21+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;14427;GENIE;GENIE;17276;47.457958,-0.56391019
268479405;269034242;2021-03-08T09:19:17+01:00;2021-03-08T09:19:17+01:00;2021-03-08T09:21:10+01:00;2021-03-08T09:21:10+01:00;F;2021-03-08T09:22:21+01:00;09;ESPACE ANJOU <> EVENTARD;EVENTARD par MONPLAISIR;ESPACE ANJOU > EVENTARD 9.0;101;ESPA-SOR;FICTIF SORTIE ESPACE;579161;47.468573,-0.52728073
268439075;268543518;2021-03-08T09:22:23+01:00;2021-03-08T09:22:23+01:00;2021-03-08T09:21:55+01:00;2021-03-08T09:22:23+01:00;F;2021-03-08T09:23:36+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;8877;CHBBEI-E;CHAPELLE BELLEBEILLE;22139;47.475287,-0.58602932
268440205;268543492;2021-03-08T09:29:44+01:00;2021-03-08T09:29:44+01:00;2021-03-08T09:28:35+01:00;2021-03-08T09:28:35+01:00;F;2021-03-08T09:30:01+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;997;GALLIENI;GALLIENI PL EUROPE;16963;47.486171,-0.52901079
268442860;268609039;2021-03-08T09:28:09+01:00;2021-03-08T09:28:09+01:00;2021-03-08T09:28:23+01:00;2021-03-08T09:28:47+01:00;F;2021-03-08T09:30:01+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;ST SYLVAIN > TRELAZE 9.0;7456;RTEPARIS;ROUTE DE PARIS;17574;47.489566,-0.50811937
268451692;268644622;2021-03-08T09:29:30+01:00;2021-03-08T09:29:30+01:00;2021-03-08T09:28:48+01:00;2021-03-08T09:28:48+01:00;F;2021-03-08T09:30:01+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;AVRILLE ADEZIERE;MURS > ADEZIERE 9.0;4604;LOUET;LOUET;10203;47.412307,-0.52368828
268454339;268676649;2021-03-08T09:28:11+01:00;2021-03-08T09:28:11+01:00;2021-03-08T09:28:43+01:00;2021-03-08T09:28:43+01:00;F;2021-03-08T09:30:01+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;13081;AUTHIO-E;AUTHION;24408;47.43151,-0.52859219
268480616;269070874;2021-03-08T09:30:18+01:00;2021-03-08T09:30:18+01:00;2021-03-08T09:28:47+01:00;2021-03-08T09:28:47+01:00;F;2021-03-08T09:30:01+01:00;09;ESPACE ANJOU <> EVENTARD;ESPACE ANJOU;EVENTARD > ESPACE ANJOU 9.0;9110;PCOUBE-E;COUBERTIN;6322;47.462589,-0.53230785
268502807;269455378;2021-03-08T09:28:10+01:00;2021-03-08T09:28:10+01:00;2021-03-08T09:27:56+01:00;2021-03-08T09:28:40+01:00;F;2021-03-08T09:30:01+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 1 -> ARO Voie 2 par HDV;7912;1FMBL;FOCH MAISONBLEUE.;11327;47.46902,-0.54949933
268436398;268512539;2021-03-08T09:29:01+01:00;2021-03-08T09:29:01+01:00;2021-03-08T09:28:30+01:00;2021-03-08T09:28:49+01:00;F;2021-03-08T09:30:21+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;7878;MENDES-E;MENDES FRANCE;25308;47.472942,-0.54563635
268452565;268676661;2021-03-08T09:19:27+01:00;2021-03-08T09:19:27+01:00;2021-03-08T09:29:11+01:00;2021-03-08T09:29:11+01:00;F;2021-03-08T09:30:21+01:00;03;MURS ERIGNE <> ADEZIERE SALETTE;MURS ERIGNE;ADEZIERE > MURS 9.0;17434;ERIGNE-E;ERIGNE;31182;47.400724,-0.53053084
268472568;268905739;2021-03-08T09:28:12+01:00;2021-03-08T09:28:12+01:00;2021-03-08T09:29:02+01:00;2021-03-08T09:29:08+01:00;F;2021-03-08T09:30:21+01:00;07;HOPITAL <> MONTREUIL JUIGNE;MONTREUIL Allemagne;LORRAINE > ALLEMAGNE D.1;3936;ECHMA-E;ECHMAN;30440;47.490211,-0.57565374
268474068;268938277;2021-03-08T09:30:47+01:00;2021-03-08T09:30:47+01:00;2021-03-08T09:28:55+01:00;2021-03-08T09:29:07+01:00;F;2021-03-08T09:30:21+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;14913;ECHMAN;ECHMAN;20511;47.490217,-0.57576033
268487345;269163780;2021-03-08T09:27:31+01:00;2021-03-08T09:27:31+01:00;2021-03-08T09:28:56+01:00;2021-03-08T09:29:10+01:00;F;2021-03-08T09:30:21+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;L'HOIRIE LAC DE MAINE;CLINIQUE > L'HOIRIE 9.0;699;FRCEVERT;CEVERT;14982;47.446256,-0.54411321
268457992;268738583;2021-03-08T09:26:00+01:00;2021-03-08T09:26:00+01:00;2021-03-08T09:28:14+01:00;2021-03-08T09:28:14+01:00;F;2021-03-08T09:29:41+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE  HAUTE ROCHE;ST BARTH > BEAUCOUZE 9.0;7377;BELFONTA;MAISON DES ARTS;31709;47.471805,-0.5377559
268474067;268938276;2021-03-08T09:30:00+01:00;2021-03-08T09:30:00+01:00;2021-03-08T09:28:32+01:00;2021-03-08T09:28:32+01:00;F;2021-03-08T09:29:41+01:00;07;HOPITAL <> MONTREUIL JUIGNE;LORRAINE;ALLEMAGNE > LORRAINE D.1;14671;KENNEDY;KENNEDY;32307;47.492142,-0.5772733
268499627;269454341;2021-03-08T09:28:40+01:00;2021-03-08T09:28:40+01:00;2021-03-08T09:28:04+01:00;2021-03-08T09:28:27+01:00;F;2021-03-08T09:29:41+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 2 -> ARO Voie 2 par HDV;1654;1BROY;BOIS DU ROY;32629;47.499659,-0.58327662
268463301;268775478;2021-03-08T09:15:13+01:00;2021-03-08T09:15:13+01:00;2021-03-08T09:28:11+01:00;2021-03-08T09:28:11+01:00;F;2021-03-08T09:29:21+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;18277;ROCEPI-E;ROC EPINE;17525;47.480269,-0.57584025
268477287;268998668;2021-03-08T09:27:01+01:00;2021-03-08T09:27:01+01:00;2021-03-08T09:27:59+01:00;2021-03-08T09:28:09+01:00;F;2021-03-08T09:29:21+01:00;08;PONTS CE <>  AQUAVITA H. RECULEE;MAIRIE DES PONTS DE CE;AQUAVITA > PONTS DE CE 9.0;2707;FRONDEMA;FRONT DE MAINE;22268;47.472491,-0.56657352
268439619;268543505;2021-03-08T09:24:48+01:00;2021-03-08T09:24:48+01:00;2021-03-08T09:26:43+01:00;2021-03-08T09:27:43+01:00;F;2021-03-08T09:29:00+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;4817;GAREPA-E;GARES PAPIN;715;47.465156,-0.55753274
268442859;268609038;2021-03-08T09:27:01+01:00;2021-03-08T09:27:01+01:00;2021-03-08T09:27:40+01:00;2021-03-08T09:27:43+01:00;F;2021-03-08T09:29:00+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;TRELAZE QUANTINIERE;ST SYLVAIN > TRELAZE 9.0;6916;PROVINS;PROVINS;14341;47.492496,-0.50243277
268484813;269198865;2021-03-08T09:26:00+01:00;2021-03-08T09:26:00+01:00;2021-03-08T09:27:16+01:00;2021-03-08T09:27:50+01:00;F;2021-03-08T09:29:00+01:00;11;LAC MAINE <> STE GEMMES CL ANJOU;CLINIQUE DE L'ANJOU;L'HOIRIE > CLINIQUE 9.0;7922;REPUBLIQ;REPUBLIQUE;30691;47.471068,-0.55400428
268441295;268543498;2021-03-08T09:25:00+01:00;2021-03-08T09:25:00+01:00;2021-03-08T09:26:57+01:00;2021-03-08T09:27:13+01:00;F;2021-03-08T09:28:40+01:00;01;BELLE BEILLE <> MONPLAISIR;BELLE BEILLE;MONPLAISIR > BELLE-BEILLE 9.0;2480;LUTIN;LUTIN;32534;47.475723,-0.53438288
268465750;268775431;2021-03-08T09:25:30+01:00;2021-03-08T09:25:30+01:00;2021-03-08T09:27:31+01:00;2021-03-08T09:27:31+01:00;F;2021-03-08T09:28:40+01:00;05;CIRCULAIRE VERNEAU GARE EUROPE;CIRCULAIRE SENS A;5A CIRCULAIRE 9.0;2658;RAMON -E;RAMON;7452;47.48656,-0.53804784
268467516;268866050;2021-03-08T09:26:34+01:00;2021-03-08T09:26:34+01:00;2021-03-08T09:26:52+01:00;2021-03-08T09:27:05+01:00;F;2021-03-08T09:28:40+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CENTRE;ZI EST > BOUCHEMAINE 9.0;174;DSBAR-CV;ZI EST;2951;47.475283,-0.49560748
268468171;268831534;2021-03-08T09:23:01+01:00;2021-03-08T09:23:01+01:00;2021-03-08T09:27:24+01:00;2021-03-08T09:27:24+01:00;F;2021-03-08T09:28:40+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;BOUCHEMAINE>HAR>ZI EST 1.1;16603;MONTAI-E;MONTAIGNE;19218;47.469509,-0.53164522
268468796;268833056;2021-03-08T09:23:32+01:00;2021-03-08T09:23:32+01:00;2021-03-08T09:27:18+01:00;2021-03-08T09:27:20+01:00;F;2021-03-08T09:28:40+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;CHANTOURTEAU > ZI EST 1.1;12110;MVIGNE;MARCEL VIGNE;358268;47.475081,-0.58204849
268482287;269100847;2021-03-08T09:23:00+01:00;2021-03-08T09:23:00+01:00;2021-03-08T09:26:59+01:00;2021-03-08T09:27:31+01:00;F;2021-03-08T09:28:40+01:00;10;ST LEZIN SORGES <> SCHWEITZER;SCHWEITZER;ZI TREL>LEZIN>SCHWEITZER 9.0;15877;SCHWEI..;SCHWEI..;14896;47.482576,-0.52225818
268437493;268512520;2021-03-08T09:28:43+01:00;2021-03-08T09:28:43+01:00;2021-03-08T09:26:57+01:00;2021-03-08T09:27:09+01:00;F;2021-03-08T09:28:20+01:00;01;BELLE BEILLE <> MONPLAISIR;MONPLAISIR;BELLE-BEILLE > MONPLAISIR 1.1;2423;CHBBEILL;CHAPELLE BELLEBEILLE;21074;47.475788,-0.58613649
268448571;268579074;2021-03-08T09:26:36+01:00;2021-03-08T09:26:36+01:00;2021-03-08T09:27:08+01:00;2021-03-08T09:27:08+01:00;F;2021-03-08T09:28:20+01:00;02;ST SYLVAIN BANCHAIS <>TRELAZE;BANCHAIS;TRELAZE > BANCHAIS 9.0;164;MAURIAC;MALRAUX;17599;47.457462,-0.47342637
268494502;270707207;2021-03-08T09:27:39+01:00;2021-03-08T09:27:39+01:00;2021-03-08T09:26:27+01:00;2021-03-08T09:26:55+01:00;F;2021-03-08T09:28:20+01:00;34;PLESSIS MACE MEIGNANNE <> GARE;ANGERS GARES;LE PLESSIS > ARDENNE 9.0;3527;MOLINERI;MOLINERIE;8190;47.521467,-0.66685818
268500052;269455371;2021-03-08T09:26:30+01:00;2021-03-08T09:26:30+01:00;2021-03-08T09:26:26+01:00;2021-03-08T09:26:55+01:00;F;2021-03-08T09:28:20+01:00;A;ARDENNE <> ROSERAIE;ANGERS ROSERAIE;ARD Voie 1 -> ARO Voie 2 par HDV;4758;1JMOU;JEAN MOULIN;4159;47.490532,-0.55205986
268458679;268739086;2021-03-08T09:33:34+01:00;2021-03-08T09:33:34+01:00;2021-03-08T09:35:13+01:00;2021-03-08T09:35:38+01:00;F;2021-03-08T09:36:57+01:00;04;BEAUCOUZE <> ST BARTHELEMY;BEAUCOUZE L'ATOLL;ST BARTH > L'ATOLL 9.0;4256;JUFERRY;JULES FERRY;32650;47.466368,-0.4987305
268459364;268710201;2021-03-08T09:37:00+01:00;2021-03-08T09:37:00+01:00;2021-03-08T09:35:40+01:00;2021-03-08T09:35:40+01:00;F;2021-03-08T09:36:57+01:00;04;BEAUCOUZE <> ST BARTHELEMY;SAINT BARTHELEMY;L'ATOLL > ST BARTH 9.0;18110;VENAIS-E;VENAISERIE;6725;47.470802,-0.48966119
268467524;268866058;2021-03-08T09:33:38+01:00;2021-03-08T09:33:38+01:00;2021-03-08T09:35:22+01:00;2021-03-08T09:35:44+01:00;F;2021-03-08T09:36:57+01:00;06;BOUCHEMAINE <> Z I  EST;BOUCHEMAINE CENTRE;ZI EST > BOUCHEMAINE 9.0;3184;JERUSALE;JERUSALEM;23164;47.473055,-0.53017683
268468181;268831544;2021-03-08T09:32:00+01:00;2021-03-08T09:32:00+01:00;2021-03-08T09:35:48+01:00;2021-03-08T09:35:48+01:00;F;2021-03-08T09:36:57+01:00;06;BOUCHEMAINE <> Z I  EST;ZI EST;BOUCHEMAINE>HAR>ZI EST 1.1;19929;DSBA-ENT;ZI EST;11739;47.475299,-0.49567473
